"","date","time","size","r_version","r_arch","r_os","package","version","country","ip_id","received"
"468","2019-10-23","05:11:26",309687,"3.5.1","x86_64","linux-gnu","TTR","0.23-5","US",66552,1574226686.86061
"469","2019-10-23","05:11:26",309687,"3.6.1","x86_64","mingw32","TTR","0.23-5","US",66540,1574226686.86061
"470","2019-10-23","05:11:26",32978465,"3.6.1","x86_64","mingw32","rgdal","1.4-6","KR",69063,1574226686.86061
"471","2019-10-23","05:11:26",344295,NA,NA,NA,"iterators","1.0.12","IN",69210,1574226686.86061
"472","2019-10-23","05:11:26",364460,"3.5.2","x86_64","linux-gnu","diptest","0.75-7","US",69095,1574226686.86061
"473","2019-10-23","05:11:26",36450,"3.5.3","x86_64","mingw32","quadprog","1.5-7","US",66544,1574226686.86061
"474","2019-10-23","05:11:26",36450,"3.6.1","x86_64","mingw32","quadprog","1.5-7","US",66551,1574226686.86061
"475","2019-10-23","05:11:26",36463,"3.4.3","x86_64","mingw32","quadprog","1.5-7","US",66547,1574226686.86061
"476","2019-10-23","05:11:26",36463,"3.5.1","x86_64","mingw32","quadprog","1.5-7","US",66540,1574226686.86061
"477","2019-10-23","05:11:26",36463,"3.5.1","x86_64","mingw32","quadprog","1.5-7","US",66550,1574226686.86061
"478","2019-10-23","05:11:26",36463,"3.6.1","i386","mingw32","quadprog","1.5-7","US",66552,1574226686.86061
"479","2019-10-23","05:11:26",36463,"3.6.1","x86_64","mingw32","quadprog","1.5-7","US",66541,1574226686.86061
"480","2019-10-23","05:11:26",436637,"3.5.1","x86_64","mingw32","rredis","1.7.0","TW",66513,1574226686.86061
"481","2019-10-23","05:11:26",478013,NA,NA,NA,"partitions","1.9-19","US",69079,1574226686.86061
"482","2019-10-23","05:11:26",47963,NA,NA,NA,"aws.s3","0.3.12","US",29,1574226686.86061
"483","2019-10-23","05:11:26",4944904,"3.1.0","x86_64","mingw32","data.table","1.12.6","KR",69155,1574226686.86061
"484","2019-10-23","05:11:26",524896,NA,NA,NA,"hglm","2.2-1","US",44,1574226686.86061
"485","2019-10-23","05:11:26",537551,"3.5.2","x86_64","mingw32","xts","0.11-2","US",66544,1574226686.86061
"486","2019-10-23","05:11:26",537551,"3.6.1","x86_64","mingw32","xts","0.11-2","US",66551,1574226686.86061
"487","2019-10-23","05:11:26",537564,"3.4.3","x86_64","mingw32","xts","0.11-2","US",66547,1574226686.86061
"488","2019-10-23","05:11:26",537564,"3.5.1","x86_64","linux-gnu","xts","0.11-2","US",66550,1574226686.86061
"489","2019-10-23","05:11:26",537564,"3.6.0","x86_64","mingw32","xts","0.11-2","US",66541,1574226686.86061
"490","2019-10-23","05:11:26",537564,"3.6.1","i386","mingw32","xts","0.11-2","US",66552,1574226686.86061
"491","2019-10-23","05:11:26",537564,"3.6.1","x86_64","mingw32","xts","0.11-2","US",66540,1574226686.86061
"492","2019-10-23","05:11:26",54087,NA,NA,NA,"minqa","1.2.4","NL",6391,1574226686.86061
"493","2019-10-23","05:11:26",55227,"3.4.4","x86_64","linux-gnu","quadprog","1.5-7",NA,5,1574226686.86061
"494","2019-10-23","05:11:26",5899,NA,NA,NA,"aws.ec2metadata","0.2.0","US",43,1574226686.86061
"495","2019-10-23","05:11:26",5900,NA,NA,NA,"aws.ec2metadata","0.2.0","US",29,1574226686.86061
"496","2019-10-23","05:11:26",60424,NA,NA,NA,"sys","3.3","IN",69210,1574226686.86061
"497","2019-10-23","05:11:26",61301,NA,NA,NA,"viridisLite","0.3.0","CA",7535,1574226686.86061
"498","2019-10-23","05:11:26",668799,NA,NA,NA,"vctrs","0.2.0","NL",6391,1574226686.86061
"499","2019-10-23","05:11:26",7291433,NA,NA,NA,"stringi","1.4.3","NL",6391,1574226686.86061
"500","2019-10-23","05:11:26",77590,"3.4.3","x86_64","mingw32","evaluate","0.14","US",52644,1574226686.86061
"501","2019-10-23","05:11:26",7909,NA,NA,NA,"ellipsis","0.3.0","NL",6391,1574226686.86061
"502","2019-10-23","05:11:26",829057,"3.4.4","x86_64","linux-gnu","vctrs","0.2.0","CN",2219,1574226686.86061
"503","2019-10-23","05:11:26",841405,"3.6.0","x86_64","mingw32","TSP","1.1-7","KR",69099,1574226686.86061
"504","2019-10-23","05:11:26",97743,NA,NA,NA,"ggsignif","0.6.0",NA,5,1574226686.86061
"505","2019-10-23","05:11:27",10915,"3.6.0","x86_64","mingw32","extrafontdb","1.0","US",52644,1574226687.86558
"506","2019-10-23","05:11:27",1105183,NA,NA,NA,"gridExtra","2.3",NA,5,1574226687.86558
"507","2019-10-23","05:11:27",1109690,NA,NA,NA,"gridExtra","2.3","IN",69210,1574226687.86558
"508","2019-10-23","05:11:27",13669,NA,NA,NA,"mime","0.7","NL",6391,1574226687.86558
"509","2019-10-23","05:11:27",1373374,"3.5.1","x86_64","mingw32","RcppArmadillo","0.9.800.1.0","US",66547,1574226687.86558
"510","2019-10-23","05:11:27",142507,"3.5.2","x86_64","mingw32","digest","0.6.22","KR",69155,1574226687.86558
"511","2019-10-23","05:11:27",1436271,"3.6.1","x86_64","mingw32","GGally","1.4.0","US",69095,1574226687.86558
"512","2019-10-23","05:11:27",14789900,NA,NA,NA,"XLConnectJars","0.2-15",NA,5,1574226687.86558
"513","2019-10-23","05:11:27",1511188,NA,NA,NA,"httpuv","1.5.2","IN",69210,1574226687.86558
"514","2019-10-23","05:11:27",15298444,"3.6.0","x86_64","mingw32","stringi","1.4.3","AU",69183,1574226687.86558
"515","2019-10-23","05:11:27",1634402,NA,NA,NA,"RcppEigen","0.3.3.5.0","NL",6391,1574226687.86558
"516","2019-10-23","05:11:27",165323,"3.5.1","x86_64","linux-gnu","tseries","0.10-47","US",66544,1574226687.86558
"517","2019-10-23","05:11:27",165323,"3.6.1","x86_64","mingw32","tseries","0.10-47","US",66551,1574226687.86558
"518","2019-10-23","05:11:27",165336,"3.4.3","x86_64","mingw32","tseries","0.10-47","US",66540,1574226687.86558
"519","2019-10-23","05:11:27",165336,"3.4.4","x86_64","linux-gnu","tseries","0.10-47","US",66552,1574226687.86558
"520","2019-10-23","05:11:27",165336,"3.5.1","x86_64","linux-gnu","tseries","0.10-47","US",66547,1574226687.86558
"521","2019-10-23","05:11:27",165336,"3.6.1","x86_64","mingw32","tseries","0.10-47","US",66541,1574226687.86558
"522","2019-10-23","05:11:27",165336,"3.6.1","x86_64","mingw32","tseries","0.10-47","US",66550,1574226687.86558
"523","2019-10-23","05:11:27",1719161,"3.4.3","x86_64","mingw32","extraDistr","1.8.11","US",52644,1574226687.86558
"524","2019-10-23","05:11:27",174040,"3.6.1","x86_64","mingw32","lazyeval","0.2.2",NA,5,1574226687.86558
"525","2019-10-23","05:11:27",184953,"3.6.1","x86_64","mingw32","lmtest","0.9-37","US",66544,1574226687.86558
"526","2019-10-23","05:11:27",184953,"3.6.1","x86_64","mingw32","lmtest","0.9-37","US",66551,1574226687.86558
"527","2019-10-23","05:11:27",184956,"3.6.1","x86_64","mingw32","lmtest","0.9-37","US",66547,1574226687.86558
"528","2019-10-23","05:11:27",184956,"3.6.1","x86_64","mingw32","lmtest","0.9-37","US",66550,1574226687.86558
"529","2019-10-23","05:11:27",184966,"3.4.4","x86_64","linux-gnu","lmtest","0.9-37","US",66552,1574226687.86558
"530","2019-10-23","05:11:27",184966,"3.6.0","x86_64","mingw32","lmtest","0.9-37","US",66541,1574226687.86558
"531","2019-10-23","05:11:27",184966,"3.6.1","x86_64","mingw32","lmtest","0.9-37","US",66540,1574226687.86558
"532","2019-10-23","05:11:27",201044,NA,NA,NA,"magrittr","1.5","US",237,1574226687.86558
"533","2019-10-23","05:11:27",201045,NA,NA,NA,"magrittr","1.5","US",115,1574226687.86558
"534","2019-10-23","05:11:27",2153136,NA,NA,NA,"colorspace","1.4-1","US",1452,1574226687.86558
"535","2019-10-23","05:11:27",2173344,"3.4.4","x86_64","linux-gnu","lava","1.6.6","KR",1932,1574226687.86558
"536","2019-10-23","05:11:27",221911,"3.4.4","x86_64","linux-gnu","fansi","0.4.0","US",52644,1574226687.86558
"537","2019-10-23","05:11:27",22593,NA,NA,NA,"classInt","0.4-2","NL",6391,1574226687.86558
"538","2019-10-23","05:11:27",254808,NA,NA,NA,"xLLiM","2.1",NA,5,1574226687.86558
"539","2019-10-23","05:11:27",257211,NA,NA,NA,"rsconnect","0.8.15","US",115,1574226687.86558
"540","2019-10-23","05:11:27",257211,NA,NA,NA,"rsconnect","0.8.15","US",754,1574226687.86558
"541","2019-10-23","05:11:27",311753,NA,NA,NA,"polynom","1.4-0",NA,5,1574226687.86558
"542","2019-10-23","05:11:27",3168578,NA,NA,NA,"shiny","1.4.0","NL",6391,1574226687.86558
"543","2019-10-23","05:11:27",343480,"3.6.1","x86_64","mingw32","devtools","2.2.1","FI",45931,1574226687.86558
"544","2019-10-23","05:11:27",3473513,"3.6.1","x86_64","mingw32","GISTools","0.7-4","KR",2078,1574226687.86558
"545","2019-10-23","05:11:27",364031,NA,NA,NA,"lmtest","0.9-37","IN",1860,1574226687.86558
"546","2019-10-23","05:11:27",38994,NA,NA,NA,"bitops","1.0-6","IN",69210,1574226687.86558
"547","2019-10-23","05:11:27",4123700,NA,NA,NA,"curl","4.2","CA",7535,1574226687.86558
"548","2019-10-23","05:11:27",413880,"3.4.4","x86_64","linux-gnu","fastmap","1.0.1","US",52644,1574226687.86558
"549","2019-10-23","05:11:27",46559,NA,NA,NA,"sessioninfo","1.1.1",NA,5,1574226687.86558
"550","2019-10-23","05:11:27",47962,NA,NA,NA,"aws.s3","0.3.12","US",754,1574226687.86558
"551","2019-10-23","05:11:27",47963,NA,NA,NA,"aws.s3","0.3.12","US",115,1574226687.86558
"552","2019-10-23","05:11:27",47963,NA,NA,NA,"aws.s3","0.3.12","US",237,1574226687.86558
"553","2019-10-23","05:11:27",52859,"3.6.0","x86_64","mingw32","extrafont","0.17","US",52644,1574226687.86558
"554","2019-10-23","05:11:27",53081,NA,NA,NA,"htmltools","0.4.0","NL",6391,1574226687.86558
"555","2019-10-23","05:11:27",536,NA,NA,NA,"randomForest","4.6-14","CN",66508,1574226687.86558
"556","2019-10-23","05:11:27",538104,"3.4.4","x86_64","linux-gnu","qap","0.1-1","KR",69099,1574226687.86558
"557","2019-10-23","05:11:27",579193,NA,NA,NA,"gplots","3.0.1.1","NL",6391,1574226687.86558
"558","2019-10-23","05:11:27",58161,"3.1.1","x86_64","mingw32","fracdiff","1.4-2","US",66551,1574226687.86558
"559","2019-10-23","05:11:27",58161,"3.5.0","x86_64","mingw32","fracdiff","1.4-2","US",66544,1574226687.86558
"560","2019-10-23","05:11:27",58174,"3.4.4","x86_64","linux-gnu","fracdiff","1.4-2","US",66552,1574226687.86558
"561","2019-10-23","05:11:27",58174,"3.5.1","x86_64","mingw32","fracdiff","1.4-2","US",66540,1574226687.86558
"562","2019-10-23","05:11:27",58174,"3.5.2","x86_64","mingw32","fracdiff","1.4-2","US",66547,1574226687.86558
"563","2019-10-23","05:11:27",58174,"3.6.1","x86_64","mingw32","fracdiff","1.4-2","US",66541,1574226687.86558
"564","2019-10-23","05:11:27",58174,"3.6.1","x86_64","mingw32","fracdiff","1.4-2","US",66550,1574226687.86558
"565","2019-10-23","05:11:27",5899,NA,NA,NA,"aws.ec2metadata","0.2.0","US",237,1574226687.86558
"566","2019-10-23","05:11:27",5900,NA,NA,NA,"aws.ec2metadata","0.2.0","US",115,1574226687.86558
"567","2019-10-23","05:11:27",62784,NA,NA,NA,"labelled","2.2.1","NL",6391,1574226687.86558
"568","2019-10-23","05:11:27",683462,"3.3.2","x86_64","linux-gnu","urca","1.3-0","US",66551,1574226687.86558
"569","2019-10-23","05:11:27",683462,"3.4.1","x86_64","linux-gnu","urca","1.3-0","US",66544,1574226687.86558
"570","2019-10-23","05:11:27",683475,"3.4.4","x86_64","linux-gnu","urca","1.3-0","US",66547,1574226687.86558
"571","2019-10-23","05:11:27",683475,"3.5.3","x86_64","mingw32","urca","1.3-0","US",66552,1574226687.86558
"572","2019-10-23","05:11:27",683475,"3.6.1","x86_64","mingw32","urca","1.3-0","US",66540,1574226687.86558
"573","2019-10-23","05:11:27",683475,"3.6.1","x86_64","mingw32","urca","1.3-0","US",66541,1574226687.86558
"574","2019-10-23","05:11:27",683475,"3.6.1","x86_64","mingw32","urca","1.3-0","US",66550,1574226687.86558
"575","2019-10-23","05:11:27",82979,NA,NA,NA,"xlink","1.0.1",NA,5,1574226687.86558
"576","2019-10-23","05:11:27",854031,"3.4.3","x86_64","mingw32","zoo","1.8-6","US",66551,1574226687.86558
"577","2019-10-23","05:11:27",854031,"3.5.1","x86_64","mingw32","zoo","1.8-6","US",66544,1574226687.86558
"578","2019-10-23","05:11:27",854044,"3.4.4","x86_64","linux-gnu","zoo","1.8-6","US",66552,1574226687.86558
"579","2019-10-23","05:11:27",854044,"3.6.1","i386","mingw32","zoo","1.8-6","US",66547,1574226687.86558
"580","2019-10-23","05:11:27",854044,"3.6.1","x86_64","mingw32","zoo","1.8-6","US",66540,1574226687.86558
"581","2019-10-23","05:11:27",854044,"3.6.1","x86_64","mingw32","zoo","1.8-6","US",66541,1574226687.86558
"582","2019-10-23","05:11:27",854044,"3.6.1","x86_64","mingw32","zoo","1.8-6","US",66550,1574226687.86558
"583","2019-10-23","05:11:27",965742,"3.4.4","x86_64","linux-gnu","quantmod","0.4-15",NA,5,1574226687.86558
"584","2019-10-23","05:11:27",98487,NA,NA,NA,"miniUI","0.1.1.1","NL",6391,1574226687.86558
"585","2019-10-23","05:11:28",1028325,"3.6.1","x86_64","mingw32","rstanarm","2.19.2","IN",1807,1574226688.87468
"586","2019-10-23","05:11:28",105319,NA,NA,NA,"cellranger","1.1.0","KR",2113,1574226688.87468
"587","2019-10-23","05:11:28",132736,"3.6.0","x86_64","mingw32","ggdendro","0.1-20","US",60849,1574226688.87468
"588","2019-10-23","05:11:28",1350067,"3.6.1","x86_64","mingw32","sandwich","2.5-1","HK",66631,1574226688.87468
"589","2019-10-23","05:11:28",1373361,"3.6.0","x86_64","mingw32","RcppArmadillo","0.9.800.1.0","US",66544,1574226688.87468
"590","2019-10-23","05:11:28",1373361,"3.6.1","x86_64","mingw32","RcppArmadillo","0.9.800.1.0","US",66551,1574226688.87468
"591","2019-10-23","05:11:28",1373374,"3.4.3","x86_64","mingw32","RcppArmadillo","0.9.800.1.0","US",66540,1574226688.87468
"592","2019-10-23","05:11:28",1373374,"3.5.1","x86_64","mingw32","RcppArmadillo","0.9.800.1.0","US",66552,1574226688.87468
"593","2019-10-23","05:11:28",1373374,"3.6.1","i386","mingw32","RcppArmadillo","0.9.800.1.0","US",66541,1574226688.87468
"594","2019-10-23","05:11:28",1373374,"3.6.1","x86_64","mingw32","RcppArmadillo","0.9.800.1.0","US",66550,1574226688.87468
"595","2019-10-23","05:11:28",142498,NA,NA,NA,"digest","0.6.22","NL",6391,1574226688.87468
"596","2019-10-23","05:11:28",158995,NA,NA,NA,"httr","1.4.1","IN",1819,1574226688.87468
"597","2019-10-23","05:11:28",16730,NA,NA,NA,"rematch","1.0.1","KR",2113,1574226688.87468
"598","2019-10-23","05:11:28",173366,"3.6.1","i386","mingw32","tsoutliers","0.6-8","US",66551,1574226688.87468
"599","2019-10-23","05:11:28",173366,"3.6.1","x86_64","mingw32","tsoutliers","0.6-8","US",66544,1574226688.87468
"600","2019-10-23","05:11:28",173369,"3.5.0","x86_64","mingw32","tsoutliers","0.6-8","US",66552,1574226688.87468
"601","2019-10-23","05:11:28",173369,"3.5.1","x86_64","mingw32","tsoutliers","0.6-8","US",66541,1574226688.87468
"602","2019-10-23","05:11:28",173369,"3.6.1","x86_64","mingw32","tsoutliers","0.6-8","US",66540,1574226688.87468
"603","2019-10-23","05:11:28",173379,"3.4.2","x86_64","mingw32","tsoutliers","0.6-8","US",66547,1574226688.87468
"604","2019-10-23","05:11:28",173379,"3.6.1","i386","mingw32","tsoutliers","0.6-8","US",66550,1574226688.87468
"605","2019-10-23","05:11:28",1822432,NA,NA,NA,"ggpubr","0.2.3",NA,5,1574226688.87468
"606","2019-10-23","05:11:28",1878349,"3.4.3","x86_64","linux-gnu","sp","1.3-1","CN",66505,1574226688.87468
"607","2019-10-23","05:11:28",188020,NA,NA,NA,"matrixStats","0.55.0","NL",6391,1574226688.87468
"608","2019-10-23","05:11:28",201044,NA,NA,NA,"magrittr","1.5","US",312,1574226688.87468
"609","2019-10-23","05:11:28",201045,NA,NA,NA,"magrittr","1.5","US",754,1574226688.87468
"610","2019-10-23","05:11:28",2101809,"3.4.4","x86_64","linux-gnu","dendextend","1.12.0","KR",69099,1574226688.87468
"611","2019-10-23","05:11:28",212275,NA,NA,NA,"hgm","1.17","US",44,1574226688.87468
"612","2019-10-23","05:11:28",222577,"3.6.1","x86_64","mingw32","janitor","1.2.0","US",30610,1574226688.87468
"613","2019-10-23","05:11:28",257210,NA,NA,NA,"rsconnect","0.8.15","US",312,1574226688.87468
"614","2019-10-23","05:11:28",27697,NA,NA,NA,"triebeard","0.3.0","US",1452,1574226688.87468
"615","2019-10-23","05:11:28",29051,"3.6.1","i386","mingw32","ggcorrplot","0.1.3","CN",26758,1574226688.87468
"616","2019-10-23","05:11:28",35186,NA,NA,NA,"xlsimple","0.0.1",NA,5,1574226688.87468
"617","2019-10-23","05:11:28",4123566,"3.6.1","x86_64","mingw32","curl","4.2","KR",19738,1574226688.87468
"618","2019-10-23","05:11:28",416145,"3.4.4","x86_64","linux-gnu","gclus","1.3.2","KR",69099,1574226688.87468
"619","2019-10-23","05:11:28",417608,"3.6.1","x86_64","mingw32","prodlim","2018.04.18","KR",1932,1574226688.87468
"620","2019-10-23","05:11:28",418054,NA,NA,NA,"tseries","0.10-47","IN",1860,1574226688.87468
"621","2019-10-23","05:11:28",443882,NA,NA,NA,"zip","2.0.4","KR",2113,1574226688.87468
"622","2019-10-23","05:11:28",461228,NA,NA,NA,"xlsx","0.6.1",NA,5,1574226688.87468
"623","2019-10-23","05:11:28",47963,NA,NA,NA,"aws.s3","0.3.12","US",312,1574226688.87468
"624","2019-10-23","05:11:28",4855485,"3.1.1","x86_64","mingw32","rattle","5.2.0","IN",7419,1574226688.87468
"625","2019-10-23","05:11:28",48766,NA,NA,NA,"mime","0.7","CA",7535,1574226688.87468
"626","2019-10-23","05:11:28",529,"3.4.4","x86_64","linux-gnu","yaml","2.2.0","CH",7750,1574226688.87468
"627","2019-10-23","05:11:28",531276,NA,NA,NA,"sourcetools","0.1.7","IN",69210,1574226688.87468
"628","2019-10-23","05:11:28",55658,NA,NA,NA,"xlsx2dfs","0.1.0",NA,5,1574226688.87468
"629","2019-10-23","05:11:28",5899,NA,NA,NA,"aws.ec2metadata","0.2.0","US",312,1574226688.87468
"630","2019-10-23","05:11:28",5899,NA,NA,NA,"aws.ec2metadata","0.2.0","US",754,1574226688.87468
"631","2019-10-23","05:11:28",591689,"3.6.0","x86_64","mingw32","mailR","0.4.1","US",7190,1574226688.87468
"632","2019-10-23","05:11:28",603702,NA,NA,NA,"multcomp","1.4-10","NL",6391,1574226688.87468
"633","2019-10-23","05:11:28",64976,"3.6.1","x86_64","mingw32","generics","0.0.2","KR",1932,1574226688.87468
"634","2019-10-23","05:11:28",707594,NA,NA,NA,"xtable","1.8-4","IN",69210,1574226688.87468
"635","2019-10-23","05:11:28",731770,"3.6.1","x86_64","mingw32","checkmate","1.9.4","IN",7419,1574226688.87468
"636","2019-10-23","05:11:28",779551,NA,NA,NA,"libcoin","1.0-5","NL",6391,1574226688.87468
"637","2019-10-23","05:11:28",80610,NA,NA,NA,"randomForest","4.6-14","CN",66508,1574226688.87468
"638","2019-10-23","05:11:28",830485,"3.6.0","x86_64","mingw32","forecast","8.9","US",66544,1574226688.87468
"639","2019-10-23","05:11:28",830485,"3.6.1","x86_64","mingw32","forecast","8.9","US",66551,1574226688.87468
"640","2019-10-23","05:11:28",830498,"3.4.3","x86_64","mingw32","forecast","8.9","US",66547,1574226688.87468
"641","2019-10-23","05:11:28",830498,"3.4.4","x86_64","linux-gnu","forecast","8.9","US",66540,1574226688.87468
"642","2019-10-23","05:11:28",830498,"3.6.1","x86_64","mingw32","forecast","8.9","US",66541,1574226688.87468
"643","2019-10-23","05:11:28",830498,"3.6.1","x86_64","mingw32","forecast","8.9","US",66550,1574226688.87468
"644","2019-10-23","05:11:28",830498,"3.6.1","x86_64","mingw32","forecast","8.9","US",66552,1574226688.87468
"645","2019-10-23","05:11:28",832606,NA,NA,NA,"rJava","0.9-11","CN",46025,1574226688.87468
"646","2019-10-23","05:11:28",84022,NA,NA,NA,"lazyeval","0.2.2","NL",6391,1574226688.87468
"647","2019-10-23","05:11:28",85521,NA,NA,NA,"progress","1.2.2","KR",2113,1574226688.87468
"648","2019-10-23","05:11:28",860278,NA,NA,NA,"rlang","0.4.0","NL",6391,1574226688.87468
"649","2019-10-23","05:11:28",94933,NA,NA,NA,"callr","3.3.2","US",1452,1574226688.87468
"650","2019-10-23","05:11:29",1087613,NA,NA,NA,"SparseM","1.77","KR",2113,1574226689.88255
"651","2019-10-23","05:11:29",1161171,"3.6.1","x86_64","mingw32","jsonlite","1.6","KR",69099,1574226689.88255
"652","2019-10-23","05:11:29",122098,"3.6.1","x86_64","mingw32","bcp","4.0.3","HK",66631,1574226689.88255
"653","2019-10-23","05:11:29",123491,NA,NA,NA,"glue","1.3.1","NL",6391,1574226689.88255
"654","2019-10-23","05:11:29",136318,NA,NA,NA,"stringr","1.4.0","NL",6391,1574226689.88255
"655","2019-10-23","05:11:29",144304,NA,NA,NA,"covr","3.3.2","US",1452,1574226689.88255
"656","2019-10-23","05:11:29",1530959,NA,NA,NA,"readxl","1.3.1","KR",2113,1574226689.88255
"657","2019-10-23","05:11:29",1780929,"3.5.2","x86_64","linux-gnu","promises","1.1.0","KR",69099,1574226689.88255
"658","2019-10-23","05:11:29",1817992,NA,NA,NA,"carData","3.0-2","KR",2113,1574226689.88255
"659","2019-10-23","05:11:29",18582,"3.6.1","x86_64","mingw32","jpeg","0.1-8","HK",66631,1574226689.88255
"660","2019-10-23","05:11:29",1953391,NA,NA,NA,"HGNChelper","0.7.1","US",44,1574226689.88255
"661","2019-10-23","05:11:29",197317,"3.4.4","x86_64","linux-gnu","registry","0.5-1","KR",69099,1574226689.88255
"662","2019-10-23","05:11:29",201044,NA,NA,NA,"magrittr","1.5","US",53,1574226689.88255
"663","2019-10-23","05:11:29",212160,"3.6.1","x86_64","mingw32","slam","0.1-45","KR",7580,1574226689.88255
"664","2019-10-23","05:11:29",246978,"3.6.1","x86_64","mingw32","gower","0.2.1","KR",1932,1574226689.88255
"665","2019-10-23","05:11:29",2546897,NA,NA,NA,"openxlsx","4.1.0.1","KR",2113,1574226689.88255
"666","2019-10-23","05:11:29",2551248,"3.4.4","x86_64","linux-gnu","colorspace","1.4-1","AU",69183,1574226689.88255
"667","2019-10-23","05:11:29",257210,NA,NA,NA,"rsconnect","0.8.15","US",53,1574226689.88255
"668","2019-10-23","05:11:29",25984,"3.4.3","x86_64","mingw32","bitops","1.0-6","AU",69189,1574226689.88255
"669","2019-10-23","05:11:29",261305,NA,NA,NA,"xltabr","0.1.2",NA,5,1574226689.88255
"670","2019-10-23","05:11:29",299803,NA,NA,NA,"scales","1.0.0","NL",6391,1574226689.88255
"671","2019-10-23","05:11:29",2998951,"3.5.1","x86_64","mingw32","highcharter","0.7.0","TW",66513,1574226689.88255
"672","2019-10-23","05:11:29",30122,"3.4.4","x86_64","linux-gnu","speedglm","0.3-2","IN",1807,1574226689.88255
"673","2019-10-23","05:11:29",311315,NA,NA,NA,"tibble","2.1.3","NL",6391,1574226689.88255
"674","2019-10-23","05:11:29",3205187,"3.4.0","x86_64","mingw32","ggplot2","3.2.1","US",716,1574226689.88255
"675","2019-10-23","05:11:29",339982,NA,NA,NA,"callr","3.3.2","CA",7535,1574226689.88255
"676","2019-10-23","05:11:29",3503776,"3.6.1","x86_64","mingw32","xml2","1.2.2","KR",7580,1574226689.88255
"677","2019-10-23","05:11:29",3543562,NA,NA,NA,"pscl","1.5.2","US",66581,1574226689.88255
"678","2019-10-23","05:11:29",3561554,"3.6.1","x86_64","mingw32","rugarch","1.4-0","MX",18425,1574226689.88255
"679","2019-10-23","05:11:29",357541,NA,NA,NA,"MatrixModels","0.4-1","KR",2113,1574226689.88255
"680","2019-10-23","05:11:29",3700113,NA,NA,NA,"Rcpp","1.0.2","NL",6391,1574226689.88255
"681","2019-10-23","05:11:29",393789,"3.6.1","x86_64","mingw32","NLP","0.2-0","KR",7580,1574226689.88255
"682","2019-10-23","05:11:29",3972234,NA,NA,NA,"openssl","1.4.1","CA",7535,1574226689.88255
"683","2019-10-23","05:11:29",397785,"3.4.4","x86_64","linux-gnu","ipred","0.9-9","KR",1932,1574226689.88255
"684","2019-10-23","05:11:29",413882,NA,NA,NA,"fastmap","1.0.1","IN",69210,1574226689.88255
"685","2019-10-23","05:11:29",4536337,"3.6.1","x86_64","mingw32","Rcpp","1.0.2","KR",7580,1574226689.88255
"686","2019-10-23","05:11:29",47963,NA,NA,NA,"aws.s3","0.3.12","US",53,1574226689.88255
"687","2019-10-23","05:11:29",4944915,NA,NA,NA,"data.table","1.12.6","NL",6391,1574226689.88255
"688","2019-10-23","05:11:29",544644,"3.5.3","x86_64","mingw32","strucchange","1.5-2","HK",66631,1574226689.88255
"689","2019-10-23","05:11:29",5899,NA,NA,NA,"aws.ec2metadata","0.2.0","US",53,1574226689.88255
"690","2019-10-23","05:11:29",657605,"3.3.2","x86_64","linux-gnu","gplots","3.0.1.1","KR",69099,1574226689.88255
"691","2019-10-23","05:11:29",66141,NA,NA,NA,"desc","1.2.0","US",1452,1574226689.88255
"692","2019-10-23","05:11:29",66480,"3.4.0","x86_64","mingw32","SDMTools","1.1-221.1","HK",66631,1574226689.88255
"693","2019-10-23","05:11:29",665881,"3.4.4","x86_64","linux-gnu","crosstalk","1.0.0","KR",69099,1574226689.88255
"694","2019-10-23","05:11:29",683764,"3.4.4","x86_64","linux-gnu","feather","0.3.5","US",52644,1574226689.88255
"695","2019-10-23","05:11:29",77414,NA,NA,NA,"MultiJoin","0.1.1","US",1944,1574226689.88255
"696","2019-10-23","05:11:29",854044,"3.6.1","x86_64","mingw32","zoo","1.8-6","HK",66631,1574226689.88255
"697","2019-10-23","05:11:29",9486106,NA,NA,NA,"xlsxjars","0.6.1",NA,5,1574226689.88255
"698","2019-10-23","05:11:29",963300,"3.6.0","x86_64","mingw32","xts","0.11-2",NA,5,1574226689.88255
"699","2019-10-23","05:11:29",99295,"3.5.1","x86_64","mingw32","R2jags","0.5-7","TW",66513,1574226689.88255
"700","2019-10-23","05:11:30",1022465,"3.6.1","x86_64","mingw32","e1071","1.7-2","SG",1756,1574226690.89124
"701","2019-10-23","05:11:30",1104332,NA,NA,NA,"zoo","1.8-6","IN",69210,1574226690.89124
"702","2019-10-23","05:11:30",12489,NA,NA,NA,"HGSL","1.0.0","US",44,1574226690.89124
"703","2019-10-23","05:11:30",1293138,"3.5.2","x86_64","linux-gnu","tidyr","1.0.0","KR",69099,1574226690.89124
"704","2019-10-23","05:11:30",132978,NA,NA,NA,"xmeta","1.1-4",NA,5,1574226690.89124
"705","2019-10-23","05:11:30",138962,NA,NA,NA,"gower","0.2.1","NL",6391,1574226690.89124
"706","2019-10-23","05:11:30",1571123,"3.3.2","x86_64","linux-gnu","lubridate","1.7.4","KR",1932,1574226690.89124
"707","2019-10-23","05:11:30",1593894,NA,NA,NA,"car","3.0-3","KR",2113,1574226690.89124
"708","2019-10-23","05:11:30",174118,"3.6.1","i386","mingw32","doParallel","1.0.15","HK",66631,1574226690.89124
"709","2019-10-23","05:11:30",1781551,NA,NA,NA,"quantreg","5.51","KR",2113,1574226690.89124
