"","date","time","size","r_version","r_arch","r_os","package","version","country","ip_id","received"
"1","2019-10-23","05:11:16",1099904,NA,NA,NA,"heuristicsmineR","0.2.1","US",44,1574226676.76389
"2","2019-10-23","05:11:16",123306,NA,NA,NA,"xaringan","0.12",NA,5,1574226676.76389
"3","2019-10-23","05:11:16",131294,"3.5.0","x86_64","linux-gnu","bibtex","0.4.2","US",52644,1574226676.76389
"4","2019-10-23","05:11:16",1350067,"3.4.4","x86_64","linux-gnu","sandwich","2.5-1","HK",66633,1574226676.76389
"5","2019-10-23","05:11:16",1350068,"3.6.1","x86_64","mingw32","sandwich","2.5-1","HK",66636,1574226676.76389
"6","2019-10-23","05:11:16",1350068,"3.6.1","x86_64","mingw32","sandwich","2.5-1","HK",66637,1574226676.76389
"7","2019-10-23","05:11:16",1350075,"3.6.1","x86_64","mingw32","sandwich","2.5-1","HK",66638,1574226676.76389
"8","2019-10-23","05:11:16",1373364,"3.5.0","x86_64","mingw32","RcppArmadillo","0.9.800.1.0","HK",66636,1574226676.76389
"9","2019-10-23","05:11:16",1373364,"3.6.1","x86_64","mingw32","RcppArmadillo","0.9.800.1.0","HK",66637,1574226676.76389
"10","2019-10-23","05:11:16",1373371,"3.5.0","x86_64","mingw32","RcppArmadillo","0.9.800.1.0","HK",66638,1574226676.76389
"11","2019-10-23","05:11:16",1373374,"3.6.1","x86_64","mingw32","RcppArmadillo","0.9.800.1.0","HK",66633,1574226676.76389
"12","2019-10-23","05:11:16",1528742,NA,NA,NA,"DoE.base","1.1-3","US",66521,1574226676.76389
"13","2019-10-23","05:11:16",1580040,"3.6.1","x86_64","mingw32","lubridate","1.7.4","KR",1932,1574226676.76389
"14","2019-10-23","05:11:16",1631567,NA,NA,NA,"rvest","0.3.4","KR",23777,1574226676.76389
"15","2019-10-23","05:11:16",1758365,NA,NA,NA,"units","0.6-5","US",69172,1574226676.76389
"16","2019-10-23","05:11:16",19008817,"3.6.1","x86_64","mingw32","BH","1.69.0-1","US",52644,1574226676.76389
"17","2019-10-23","05:11:16",201045,NA,NA,NA,"magrittr","1.5","US",43,1574226676.76389
"18","2019-10-23","05:11:16",21000,"3.2.2","x86_64","mingw32","lsmeans","2.30-0","IN",1807,1574226676.76389
"19","2019-10-23","05:11:16",219409,NA,NA,NA,"utf8","1.1.4","US",1452,1574226676.76389
"20","2019-10-23","05:11:16",2274316,NA,NA,NA,"tidycensus","0.9.2","US",69172,1574226676.76389
"21","2019-10-23","05:11:16",247259,"3.6.1","x86_64","mingw32","gower","0.2.1","KR",1932,1574226676.76389
"22","2019-10-23","05:11:16",257210,NA,NA,NA,"rsconnect","0.8.15","US",43,1574226676.76389
"23","2019-10-23","05:11:16",2841985,NA,NA,NA,"NMF","0.21.0","SG",1740,1574226676.76389
"24","2019-10-23","05:11:16",3167307,NA,NA,NA,"x3ptools","0.0.2",NA,5,1574226676.76389
"25","2019-10-23","05:11:16",3266755,"3.6.1","x86_64","mingw32","dplyr","0.8.3","KR",1932,1574226676.76389
"26","2019-10-23","05:11:16",32974386,"3.5.0","x86_64","mingw32","rgdal","1.4-6","US",69095,1574226676.76389
"27","2019-10-23","05:11:16",3503785,NA,NA,NA,"xml2","1.2.2","US",69172,1574226676.76389
"28","2019-10-23","05:11:16",3696871,"3.4.0","x86_64","mingw32","maps","3.3.0","US",69181,1574226676.76389
"29","2019-10-23","05:11:16",38994,"3.5.2","x86_64","mingw32","bitops","1.0-6","US",52644,1574226676.76389
"30","2019-10-23","05:11:16",400256,"3.6.1","x86_64","mingw32","ipred","0.9-9","KR",1932,1574226676.76389
"31","2019-10-23","05:11:16",40424,"3.6.1","x86_64","mingw32","BiocManager","1.30.8","CN",3401,1574226676.76389
"32","2019-10-23","05:11:16",44020,"3.6.1","x86_64","mingw32","base64enc","0.1-3","CN",66492,1574226676.76389
"33","2019-10-23","05:11:16",45912,NA,NA,NA,"rcmdcheck","1.3.3",NA,5,1574226676.76389
"34","2019-10-23","05:11:16",47963,NA,NA,NA,"aws.s3","0.3.12","US",43,1574226676.76389
"35","2019-10-23","05:11:16",588320,"3.4.4","x86_64","linux-gnu","GeneralizedHyperbolic","0.8-4","TW",66513,1574226676.76389
"36","2019-10-23","05:11:16",5899,NA,NA,NA,"aws.ec2metadata","0.2.0","US",43,1574226676.76389
"37","2019-10-23","05:11:16",62182,NA,NA,NA,"tidyverse","1.2.1","KR",23777,1574226676.76389
"38","2019-10-23","05:11:16",6263,NA,NA,NA,"askpass","1.1","US",1452,1574226676.76389
"39","2019-10-23","05:11:16",640476,"3.5.2","x86_64","mingw32","boot","1.3-23","US",52644,1574226676.76389
"40","2019-10-23","05:11:16",66290,"3.6.1","x86_64","mingw32","generics","0.0.2","KR",1932,1574226676.76389
"41","2019-10-23","05:11:16",668430,NA,NA,NA,"curl","4.2",NA,5,1574226676.76389
"42","2019-10-23","05:11:16",854034,"3.5.2","x86_64","linux-gnu","zoo","1.8-6","HK",66637,1574226676.76389
"43","2019-10-23","05:11:16",854034,"3.6.1","x86_64","mingw32","zoo","1.8-6","HK",66636,1574226676.76389
"44","2019-10-23","05:11:16",854041,"3.4.2","x86_64","mingw32","zoo","1.8-6","HK",66638,1574226676.76389
"45","2019-10-23","05:11:16",854044,"3.5.0","x86_64","mingw32","zoo","1.8-6","HK",66633,1574226676.76389
"46","2019-10-23","05:11:16",87888,NA,NA,NA,"rappdirs","0.3.1","US",69172,1574226676.76389
"47","2019-10-23","05:11:16",9163547,"3.6.1","x86_64","mingw32","igraph","1.2.4.1","AU",69111,1574226676.76389
"48","2019-10-23","05:11:16",932339,"3.6.1","x86_64","mingw32","DBI","1.0.0","US",69182,1574226676.76389
"49","2019-10-23","05:11:16",99709,"3.6.1","x86_64","mingw32","tinytex","0.16","CN",66492,1574226676.76389
"50","2019-10-23","05:11:17",1041251,"3.6.1","x86_64","mingw32","Cairo","1.5-10","US",52644,1574226677.77223
"51","2019-10-23","05:11:17",105597,"3.6.1","x86_64","mingw32","cellranger","1.1.0","US",52644,1574226677.77223
"52","2019-10-23","05:11:17",1071894,NA,NA,NA,"xbreed","1.0.1.1",NA,5,1574226677.77223
"53","2019-10-23","05:11:17",1092196,NA,NA,NA,"rlang","0.4.0","IN",1742,1574226677.77223
"54","2019-10-23","05:11:17",11169,"3.6.1","x86_64","mingw32","orcutt","2.3","IN",1807,1574226677.77223
"55","2019-10-23","05:11:17",114405,"3.5.2","x86_64","mingw32","brew","1.0-6","US",52644,1574226677.77223
"56","2019-10-23","05:11:17",122098,"3.4.4","x86_64","linux-gnu","bcp","4.0.3","HK",66633,1574226677.77223
"57","2019-10-23","05:11:17",122099,"3.4.3","x86_64","mingw32","bcp","4.0.3","HK",66637,1574226677.77223
"58","2019-10-23","05:11:17",122103,"3.5.2","x86_64","linux-gnu","bcp","4.0.3","HK",66638,1574226677.77223
"59","2019-10-23","05:11:17",122106,"3.5.0","x86_64","mingw32","bcp","4.0.3","HK",66636,1574226677.77223
"60","2019-10-23","05:11:17",123957,NA,NA,NA,"processx","3.4.1","US",1452,1574226677.77223
"61","2019-10-23","05:11:17",1296699,NA,NA,NA,"tidyr","1.0.0",NA,5,1574226677.77223
"62","2019-10-23","05:11:17",1296710,"3.6.1","i386","mingw32","tidyr","1.0.0","KR",1932,1574226677.77223
"63","2019-10-23","05:11:17",1314764,"3.4.0","x86_64","mingw32","OIdata","1.0","US",69181,1574226677.77223
"64","2019-10-23","05:11:17",151282,"3.4.4","x86_64","linux-gnu","lifecycle","0.1.0","CH",7750,1574226677.77223
"65","2019-10-23","05:11:17",181054,"3.6.1","x86_64","mingw32","xfun","0.10","CN",66492,1574226677.77223
"66","2019-10-23","05:11:17",18571,"3.4.2","x86_64","mingw32","jpeg","0.1-8","HK",66638,1574226677.77223
"67","2019-10-23","05:11:17",18573,"3.6.1","x86_64","mingw32","jpeg","0.1-8","HK",66633,1574226677.77223
"68","2019-10-23","05:11:17",18574,"3.6.0","x86_64","mingw32","jpeg","0.1-8","HK",66637,1574226677.77223
"69","2019-10-23","05:11:17",18574,"3.6.1","x86_64","mingw32","jpeg","0.1-8","HK",66636,1574226677.77223
"70","2019-10-23","05:11:17",2014325,"3.5.2","x86_64","mingw32","broom","0.5.2","US",52644,1574226677.77223
"71","2019-10-23","05:11:17",257210,NA,NA,NA,"rsconnect","0.8.15","US",237,1574226677.77223
"72","2019-10-23","05:11:17",257211,NA,NA,NA,"rsconnect","0.8.15","US",29,1574226677.77223
"73","2019-10-23","05:11:17",27686,"3.6.1","x86_64","mingw32","muhaz","1.2.6.1","IN",1807,1574226677.77223
"74","2019-10-23","05:11:17",3057051,NA,NA,NA,"XBRL","0.99.18",NA,5,1574226677.77223
"75","2019-10-23","05:11:17",339971,"3.6.1","x86_64","mingw32","callr","3.3.2","US",52644,1574226677.77223
"76","2019-10-23","05:11:17",38992,"3.4.4","x86_64","linux-gnu","estimability","1.3","TW",66513,1574226677.77223
"77","2019-10-23","05:11:17",420517,"3.6.1","i386","mingw32","foreach","1.4.7","KR",1932,1574226677.77223
"78","2019-10-23","05:11:17",426335,"3.6.1","i386","mingw32","purrr","0.3.3","KR",1932,1574226677.77223
"79","2019-10-23","05:11:17",434304,NA,NA,NA,"partitions","1.9-22","US",66521,1574226677.77223
"80","2019-10-23","05:11:17",4392513,NA,NA,NA,"pls","2.7-2","KR",18169,1574226677.77223
"81","2019-10-23","05:11:17",47963,NA,NA,NA,"aws.s3","0.3.12","US",29,1574226677.77223
"82","2019-10-23","05:11:17",544633,"3.6.1","x86_64","mingw32","strucchange","1.5-2","HK",66638,1574226677.77223
"83","2019-10-23","05:11:17",544635,"3.4.2","x86_64","mingw32","strucchange","1.5-2","HK",66633,1574226677.77223
"84","2019-10-23","05:11:17",627560,"3.6.1","i386","mingw32","tidyselect","0.2.5","KR",1932,1574226677.77223
"85","2019-10-23","05:11:17",66471,"3.6.1","x86_64","mingw32","SDMTools","1.1-221.1","HK",66633,1574226677.77223
"86","2019-10-23","05:11:17",66472,"3.6.1","x86_64","mingw32","SDMTools","1.1-221.1","HK",66636,1574226677.77223
"87","2019-10-23","05:11:17",66476,"3.4.4","x86_64","linux-gnu","SDMTools","1.1-221.1","HK",66638,1574226677.77223
"88","2019-10-23","05:11:17",66479,"3.6.1","x86_64","mingw32","SDMTools","1.1-221.1","HK",66637,1574226677.77223
"89","2019-10-23","05:11:17",666926,"3.6.1","i386","mingw32","ModelMetrics","1.2.2","KR",1932,1574226677.77223
"90","2019-10-23","05:11:17",738609,"3.6.1","x86_64","mingw32","checkmate","1.9.4","US",52644,1574226677.77223
"91","2019-10-23","05:11:17",926793,NA,NA,NA,"hexbin","1.27.3","US",44,1574226677.77223
"92","2019-10-23","05:11:18",1019017,"3.4.2","x86_64","mingw32","e1071","1.7-2","AU",58314,1574226678.7793
"93","2019-10-23","05:11:18",1296707,NA,NA,NA,"tidyr","1.0.0","US",9730,1574226678.7793
"94","2019-10-23","05:11:18",132156,NA,NA,NA,"remotes","2.1.0",NA,5,1574226678.7793
"95","2019-10-23","05:11:18",151869,NA,NA,NA,"xergm.common","1.7.7",NA,5,1574226678.7793
"96","2019-10-23","05:11:18",153327,"3.2.2","x86_64","mingw32","ggiraph","0.6.1","DE",34884,1574226678.7793
"97","2019-10-23","05:11:18",1563797,"3.6.1","i386","mingw32","recipes","0.1.7","KR",1932,1574226678.7793
"98","2019-10-23","05:11:18",16819,NA,NA,NA,"xergm","1.8.3",NA,5,1574226678.7793
"99","2019-10-23","05:11:18",174105,"3.4.4","x86_64","linux-gnu","doParallel","1.0.15","HK",66638,1574226678.7793
"100","2019-10-23","05:11:18",174108,"3.5.0","x86_64","mingw32","doParallel","1.0.15","HK",66637,1574226678.7793
"101","2019-10-23","05:11:18",174108,"3.6.1","x86_64","mingw32","doParallel","1.0.15","HK",66636,1574226678.7793
"102","2019-10-23","05:11:18",174118,"3.5.0","x86_64","mingw32","doParallel","1.0.15","HK",66633,1574226678.7793
"103","2019-10-23","05:11:18",175988,"3.6.1","x86_64","mingw32","cli","1.1.0","US",52644,1574226678.7793
"104","2019-10-23","05:11:18",188043,"3.6.1","x86_64","mingw32","gtools","3.8.1","HK",66638,1574226678.7793
"105","2019-10-23","05:11:18",188045,"3.6.1","x86_64","mingw32","gtools","3.8.1","HK",66633,1574226678.7793
"106","2019-10-23","05:11:18",188046,"3.6.1","x86_64","mingw32","gtools","3.8.1","HK",66636,1574226678.7793
"107","2019-10-23","05:11:18",188046,"3.6.1","x86_64","mingw32","gtools","3.8.1","HK",66637,1574226678.7793
"108","2019-10-23","05:11:18",19456,NA,NA,NA,"mltest","1.0.1","US",1944,1574226678.7793
"109","2019-10-23","05:11:18",201045,NA,NA,NA,"magrittr","1.5","US",115,1574226678.7793
"110","2019-10-23","05:11:18",201045,NA,NA,NA,"magrittr","1.5","US",237,1574226678.7793
"111","2019-10-23","05:11:18",201045,NA,NA,NA,"magrittr","1.5","US",29,1574226678.7793
"112","2019-10-23","05:11:18",215932,"3.6.1","x86_64","mingw32","utf8","1.1.4","CN",66492,1574226678.7793
"113","2019-10-23","05:11:18",21632,"3.5.1","x86_64","linux-gnu","clisymbols","1.2.0","US",52644,1574226678.7793
"114","2019-10-23","05:11:18",2164747,"3.6.1","x86_64","mingw32","maptools","0.9-8","US",69095,1574226678.7793
"115","2019-10-23","05:11:18",2255064,NA,NA,NA,"data.table","1.12.6","US",9730,1574226678.7793
"116","2019-10-23","05:11:18",249098,NA,NA,NA,"bit","1.1-14","US",9730,1574226678.7793
"117","2019-10-23","05:11:18",257211,NA,NA,NA,"rsconnect","0.8.15","US",115,1574226678.7793
"118","2019-10-23","05:11:18",257211,NA,NA,NA,"rsconnect","0.8.15","US",312,1574226678.7793
"119","2019-10-23","05:11:18",2710216,NA,NA,NA,"xdcclarge","0.1.0",NA,5,1574226678.7793
"120","2019-10-23","05:11:18",2988353,"3.4.4","x86_64","linux-gnu","DHARMa","0.2.4","TW",66513,1574226678.7793
"121","2019-10-23","05:11:18",327688,NA,NA,NA,"gtools","3.8.1","IN",66535,1574226678.7793
"122","2019-10-23","05:11:18",363949,"3.5.0","x86_64","mingw32","poLCA","1.4.1","IN",1807,1574226678.7793
"123","2019-10-23","05:11:18",400890,"3.6.1","x86_64","mingw32","phenopix","2.3.1","HK",66633,1574226678.7793
"124","2019-10-23","05:11:18",400895,"3.4.1","x86_64","linux-gnu","phenopix","2.3.1","HK",66638,1574226678.7793
"125","2019-10-23","05:11:18",45032,NA,NA,NA,"blob","1.2.0","US",9730,1574226678.7793
"126","2019-10-23","05:11:18",4602106,"3.6.1","x86_64","mingw32","XML","3.98-1.20","IN",7419,1574226678.7793
"127","2019-10-23","05:11:18",47963,NA,NA,NA,"aws.s3","0.3.12","US",115,1574226678.7793
"128","2019-10-23","05:11:18",47963,NA,NA,NA,"aws.s3","0.3.12","US",237,1574226678.7793
"129","2019-10-23","05:11:18",47963,NA,NA,NA,"aws.s3","0.3.12","US",312,1574226678.7793
"130","2019-10-23","05:11:18",52682,"3.6.1","x86_64","mingw32","clipr","0.7.0","US",52644,1574226678.7793
"131","2019-10-23","05:11:18",544636,"3.6.1","x86_64","mingw32","strucchange","1.5-2","HK",66636,1574226678.7793
"132","2019-10-23","05:11:18",544636,"3.6.1","x86_64","mingw32","strucchange","1.5-2","HK",66637,1574226678.7793
"133","2019-10-23","05:11:18",56105,"3.5.0","x86_64","mingw32","RColorBrewer","1.1-2",NA,5,1574226678.7793
"134","2019-10-23","05:11:18",5889,NA,NA,NA,"aws.ec2metadata","0.2.0","US",237,1574226678.7793
"135","2019-10-23","05:11:18",5899,NA,NA,NA,"aws.ec2metadata","0.2.0","US",312,1574226678.7793
"136","2019-10-23","05:11:18",5900,NA,NA,NA,"aws.ec2metadata","0.2.0","US",115,1574226678.7793
"137","2019-10-23","05:11:18",5900,NA,NA,NA,"aws.ec2metadata","0.2.0","US",29,1574226678.7793
"138","2019-10-23","05:11:18",61298,"3.4.3","x86_64","mingw32","viridisLite","0.3.0","CN",2219,1574226678.7793
"139","2019-10-23","05:11:18",6238424,"3.4.3","x86_64","mingw32","caret","6.0-84","KR",1932,1574226678.7793
"140","2019-10-23","05:11:18",66290,NA,NA,NA,"generics","0.0.2","US",9730,1574226678.7793
"141","2019-10-23","05:11:18",663493,NA,NA,NA,"hexSticker","0.4.6","US",44,1574226678.7793
"142","2019-10-23","05:11:18",680636,"3.6.1","x86_64","mingw32","raster","3.0-7","HK",66638,1574226678.7793
"143","2019-10-23","05:11:18",680638,"3.5.1","x86_64","linux-gnu","raster","3.0-7","HK",66633,1574226678.7793
"144","2019-10-23","05:11:18",680639,"3.4.1","x86_64","mingw32","raster","3.0-7","HK",66637,1574226678.7793
"145","2019-10-23","05:11:18",680639,"3.5.0","x86_64","mingw32","raster","3.0-7","HK",66636,1574226678.7793
"146","2019-10-23","05:11:18",793194,NA,NA,NA,"readr","1.3.1","JP",7368,1574226678.7793
"147","2019-10-23","05:11:18",85269,"3.6.1","x86_64","mingw32","lifecycle","0.1.0","KR",1728,1574226678.7793
"148","2019-10-23","05:11:18",89956,NA,NA,NA,"rex","1.1.2","US",1452,1574226678.7793
"149","2019-10-23","05:11:18",91455,"3.6.1","x86_64","mingw32","classInt","0.4-2","US",52644,1574226678.7793
"150","2019-10-23","05:11:18",963300,"3.5.0","x86_64","mingw32","xts","0.11-2",NA,5,1574226678.7793
"151","2019-10-23","05:11:19",1072952,"3.5.1","x86_64","mingw32","nloptr","1.2.1","AU",69184,1574226679.79303
"152","2019-10-23","05:11:19",1074924,NA,NA,NA,"scales","1.0.0","IN",1742,1574226679.79303
"153","2019-10-23","05:11:19",1087612,"3.4.1","x86_64","linux-gnu","SparseM","1.77","AU",69184,1574226679.79303
"154","2019-10-23","05:11:19",113164,NA,NA,NA,"HextractoR","1.4","US",44,1574226679.79303
"155","2019-10-23","05:11:19",1507831,"3.6.1","x86_64","mingw32","httpuv","1.5.2","KR",69099,1574226679.79303
"156","2019-10-23","05:11:19",181046,NA,NA,NA,"xfun","0.10",NA,5,1574226679.79303
"157","2019-10-23","05:11:19",1869857,"3.6.1","x86_64","mingw32","sp","1.3-1","US",69095,1574226679.79303
"158","2019-10-23","05:11:19",19120,NA,NA,NA,"mltest","1.0.1","US",1944,1574226679.79303
"159","2019-10-23","05:11:19",19404,NA,NA,NA,"plogr","0.2.0","US",9730,1574226679.79303
"160","2019-10-23","05:11:19",201034,NA,NA,NA,"magrittr","1.5","US",312,1574226679.79303
"161","2019-10-23","05:11:19",201034,NA,NA,NA,"magrittr","1.5","US",754,1574226679.79303
"162","2019-10-23","05:11:19",2551238,"3.6.1","x86_64","mingw32","colorspace","1.4-1","US",52644,1574226679.79303
"163","2019-10-23","05:11:19",257211,NA,NA,NA,"rsconnect","0.8.15","US",754,1574226679.79303
"164","2019-10-23","05:11:19",324719,"3.6.1","x86_64","mingw32","coda","0.19-3","US",52644,1574226679.79303
"165","2019-10-23","05:11:19",342263,"3.6.1","x86_64","mingw32","iterators","1.0.12","KR",69099,1574226679.79303
"166","2019-10-23","05:11:19",357540,"3.4.1","x86_64","linux-gnu","MatrixModels","0.4-1","AU",69184,1574226679.79303
"167","2019-10-23","05:11:19",3696871,"3.6.1","x86_64","mingw32","maps","3.3.0","KR",69134,1574226679.79303
"168","2019-10-23","05:11:19",39426,"3.6.1","x86_64","mingw32","bitops","1.0-6","KR",69099,1574226679.79303
"169","2019-10-23","05:11:19",400891,"3.6.0","x86_64","mingw32","phenopix","2.3.1","HK",66637,1574226679.79303
"170","2019-10-23","05:11:19",400898,"3.6.0","x86_64","mingw32","phenopix","2.3.1","HK",66636,1574226679.79303
"171","2019-10-23","05:11:19",4123557,NA,NA,NA,"curl","4.2","IN",1860,1574226679.79303
"172","2019-10-23","05:11:19",47962,NA,NA,NA,"aws.s3","0.3.12","US",754,1574226679.79303
"173","2019-10-23","05:11:19",50588,NA,NA,NA,"xesreadR","0.2.3",NA,5,1574226679.79303
"174","2019-10-23","05:11:19",54343,"3.5.0","x86_64","mingw32","fastmatch","1.1-0",NA,5,1574226679.79303
"175","2019-10-23","05:11:19",552214,NA,NA,NA,"bit64","0.9-7","US",9730,1574226679.79303
"176","2019-10-23","05:11:19",55259,NA,NA,NA,"xgb2sql","0.1.2",NA,5,1574226679.79303
"177","2019-10-23","05:11:19",564001,NA,NA,NA,"crosstalk","1.0.0","US",1452,1574226679.79303
"178","2019-10-23","05:11:19",5700229,NA,NA,NA,"imager","0.41.2","US",53893,1574226679.79303
"179","2019-10-23","05:11:19",5899,NA,NA,NA,"aws.ec2metadata","0.2.0","US",754,1574226679.79303
"180","2019-10-23","05:11:19",591689,"3.6.1","x86_64","mingw32","mailR","0.4.1","US",7190,1574226679.79303
"181","2019-10-23","05:11:19",594219,"3.5.1","x86_64","mingw32","cluster","2.1.0","US",52644,1574226679.79303
"182","2019-10-23","05:11:19",606497,NA,NA,NA,"dbplyr","1.4.2","US",9730,1574226679.79303
"183","2019-10-23","05:11:19",627556,NA,NA,NA,"tidyselect","0.2.5","US",9730,1574226679.79303
"184","2019-10-23","05:11:19",66047,"3.5.2","x86_64","mingw32","generics","0.0.2","CN",66492,1574226679.79303
"185","2019-10-23","05:11:19",676981,"3.6.1","x86_64","mingw32","minqa","1.2.4","AU",69184,1574226679.79303
"186","2019-10-23","05:11:19",69182,"3.6.1","x86_64","mingw32","backports","1.1.5","CN",66492,1574226679.79303
"187","2019-10-23","05:11:19",889144,NA,NA,NA,"DBI","1.0.0","US",9730,1574226679.79303
"188","2019-10-23","05:11:19",93504,"3.5.0","x86_64","mingw32","tidyverse","1.2.1","AU",40593,1574226679.79303
"189","2019-10-23","05:11:20",1000436,"3.5.0","x86_64","mingw32","wordcloud2","0.2.1","KR",68916,1574226680.80006
"190","2019-10-23","05:11:20",1099547,"3.4.3","x86_64","mingw32","zoo","1.8-6","KR",69099,1574226680.80006
"191","2019-10-23","05:11:20",112093,NA,NA,NA,"hms","0.5.1","US",9730,1574226680.80006
"192","2019-10-23","05:11:20",1207414,NA,NA,NA,"openssl","1.4.1","US",1452,1574226680.80006
"193","2019-10-23","05:11:20",152502,"3.6.1","x86_64","mingw32","withr","2.1.2","CN",2219,1574226680.80006
"194","2019-10-23","05:11:20",15702,NA,NA,NA,"pragma","0.1.3","US",128,1574226680.80006
"195","2019-10-23","05:11:20",16369,NA,NA,NA,"praktikum","0.1","US",128,1574226680.80006
"196","2019-10-23","05:11:20",1781550,"3.5.1","x86_64","mingw32","quantreg","5.51","AU",69184,1574226680.80006
"197","2019-10-23","05:11:20",180574,"3.4.3","x86_64","mingw32","pillar","1.4.2","KR",69099,1574226680.80006
"198","2019-10-23","05:11:20",1817991,"3.5.1","x86_64","mingw32","carData","3.0-2","AU",69184,1574226680.80006
"199","2019-10-23","05:11:20",1955664,"3.6.1","x86_64","mingw32","colourpicker","1.0","US",52644,1574226680.80006
"200","2019-10-23","05:11:20",201045,NA,NA,NA,"magrittr","1.5","US",53,1574226680.80006
"201","2019-10-23","05:11:20",204416,"3.5.0","x86_64","mingw32","yaml","2.2.0","KR",68916,1574226680.80006
"202","2019-10-23","05:11:20",2333955,NA,NA,NA,"xgboost","0.90.0.2",NA,5,1574226680.80006
"203","2019-10-23","05:11:20",2550096,NA,NA,NA,"shelltrace","3.5.1","US",192,1574226680.80006
"204","2019-10-23","05:11:20",257210,NA,NA,NA,"rsconnect","0.8.15","US",53,1574226680.80006
"205","2019-10-23","05:11:20",263774,"3.5.1","x86_64","mingw32","pbkrtest","0.4-7","AU",69184,1574226680.80006
"206","2019-10-23","05:11:20",267224,"3.6.1","x86_64","mingw32","commonmark","1.7","US",52644,1574226680.80006
"207","2019-10-23","05:11:20",376922,"3.6.1","x86_64","mingw32","BiasedUrn","1.07","US",69095,1574226680.80006
"208","2019-10-23","05:11:20",413666,"3.4.3","x86_64","mingw32","fastmap","1.0.1","KR",69099,1574226680.80006
"209","2019-10-23","05:11:20",435139,"3.6.0","x86_64","mingw32","gtable","0.3.0",NA,5,1574226680.80006
"210","2019-10-23","05:11:20",44013,"3.5.0","x86_64","mingw32","base64enc","0.1-3","KR",68916,1574226680.80006
"211","2019-10-23","05:11:20",45066,"3.5.0","x86_64","mingw32","ellipsis","0.3.0","ID",13038,1574226680.80006
"212","2019-10-23","05:11:20",47963,NA,NA,NA,"aws.s3","0.3.12","US",53,1574226680.80006
"213","2019-10-23","05:11:20",505988,"3.5.1","x86_64","mingw32","rio","0.5.16","AU",69184,1574226680.80006
"214","2019-10-23","05:11:20",52554,"3.5.0","x86_64","mingw32","clipr","0.7.0","ID",13038,1574226680.80006
"215","2019-10-23","05:11:20",530997,"3.4.3","x86_64","mingw32","sourcetools","0.1.7","KR",69099,1574226680.80006
"216","2019-10-23","05:11:20",5693992,"3.5.1","x86_64","mingw32","lme4","1.1-21","AU",69184,1574226680.80006
"217","2019-10-23","05:11:20",5899,NA,NA,NA,"aws.ec2metadata","0.2.0","US",53,1574226680.80006
"218","2019-10-23","05:11:20",60488,NA,NA,NA,"dtplyr","0.0.3","US",9730,1574226680.80006
"219","2019-10-23","05:11:20",62014,"3.4.3","x86_64","mingw32","zeallot","0.1.0","KR",69099,1574226680.80006
"220","2019-10-23","05:11:20",627961,"3.5.2","x86_64","mingw32","reshape2","1.4.3","CN",66492,1574226680.80006
"221","2019-10-23","05:11:20",688186,"3.4.3","x86_64","mingw32","htmltools","0.4.0","KR",69099,1574226680.80006
"222","2019-10-23","05:11:20",690688,"3.5.0","x86_64","mingw32","htmltools","0.4.0","KR",68916,1574226680.80006
"223","2019-10-23","05:11:20",69277,NA,NA,NA,"xgobi","1.2-15",NA,5,1574226680.80006
"224","2019-10-23","05:11:20",705394,"3.4.3","x86_64","mingw32","xtable","1.8-4","KR",69099,1574226680.80006
"225","2019-10-23","05:11:20",762786,NA,NA,NA,"hextri","0.6","US",44,1574226680.80006
"226","2019-10-23","05:11:20",810575,"3.5.0","x86_64","mingw32","htmlwidgets","1.5.1","KR",68916,1574226680.80006
"227","2019-10-23","05:11:20",9110798,NA,NA,NA,"Lahman","7.0-1","US",9730,1574226680.80006
"228","2019-10-23","05:11:20",91253,"3.6.1","x86_64","mingw32","mapproj","1.2.6","KR",69134,1574226680.80006
"229","2019-10-23","05:11:20",972795,"3.3.2","x86_64","linux-gnu","dotwhisker","0.5.0","TW",66513,1574226680.80006
"230","2019-10-23","05:11:21",116130,NA,NA,NA,"precintcon","2.1","US",128,1574226681.81214
"231","2019-10-23","05:11:21",11749,NA,NA,NA,"xopen","1.0.0","US",1452,1574226681.81214
"232","2019-10-23","05:11:21",133901,NA,NA,NA,"gmp","0.5-13.5","US",13851,1574226681.81214
"233","2019-10-23","05:11:21",134532,NA,NA,NA,"commonmark","1.7","US",1452,1574226681.81214
"234","2019-10-23","05:11:21",1580030,NA,NA,NA,"lubridate","1.7.4","US",9730,1574226681.81214
"235","2019-10-23","05:11:21",1581241,"3.5.2","x86_64","mingw32","car","3.0-3","US",69095,1574226681.81214
"236","2019-10-23","05:11:21",1593895,"3.5.1","x86_64","mingw32","car","3.0-3","AU",69184,1574226681.81214
"237","2019-10-23","05:11:21",178880,NA,NA,NA,"roxygen2","6.1.1",NA,5,1574226681.81214
"238","2019-10-23","05:11:21",201045,NA,NA,NA,"magrittr","1.5","US",218,1574226681.81214
"239","2019-10-23","05:11:21",201045,NA,NA,NA,"magrittr","1.5","US",74,1574226681.81214
"240","2019-10-23","05:11:21",228223,NA,NA,NA,"predfinitepop","1.0","US",128,1574226681.81214
"241","2019-10-23","05:11:21",2551249,NA,NA,NA,"colorspace","1.4-1","CA",7535,1574226681.81214
"242","2019-10-23","05:11:21",257210,NA,NA,NA,"rsconnect","0.8.15","US",218,1574226681.81214
